,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
1758,PG11588,L'argent des autres: 1. Les hommes de paille,"Gaboriau, Emile",1832.0,1873.0,['fr'],17,"{'Detective and mystery stories', 'French fiction -- 19th century'}",
1759,PG11589,Le Docteur Ox,"Verne, Jules",1828.0,1905.0,['fr'],46,"{'Mountaineering', 'Ballooning -- Fiction', 'Blanc, Mont (France and Italy)', 'Adventure stories, French'}",
1761,PG11590,Les Français en Amérique pendant la guerre de l'indépendance des États-Unis 1777-1783,"Balch, Thomas",1821.0,1877.0,['fr'],63,"{'United States -- History -- Revolution, 1775-1783 -- Participation, French'}",
1762,PG11591,Hugo de Groot en zijn rechtsphilosophie,"Bertens, H.",,,['nl'],13,"{'Grotius, Hugo, 1583-1645', 'Law -- Philosophy'}",
1767,PG11596,La Maison Tellier,"Maupassant, Guy de",1850.0,1893.0,['fr'],36,"{'Short stories, French', 'French fiction -- 19th century'}",
1768,PG11597,Mlle Fifi: Nouveaux Contes,"Maupassant, Guy de",1850.0,1893.0,['fr'],19,"{'Short stories, French', 'French fiction -- 19th century'}",
1769,PG11598,La Montaña,"Reclus, Elisée",1830.0,1905.0,['es'],22,{'Mountains'},
1796,PG11621,Le Mauvais Génie,"Ségur, Sophie, comtesse de",1799.0,1874.0,['fr'],7,{'France -- Fiction'},
1797,PG11622,Plus fort que Sherlock Holmès,"Twain, Mark",1835.0,1910.0,['fr'],43,"{'American fiction -- Translations into French', 'Short stories'}",
1821,PG11644,La notte del Commendatore,"Barrili, Anton Giulio",1836.0,1908.0,['it'],5,{'Fiction'},
1822,PG11645,La rôtisserie de la Reine Pédauque,"France, Anatole",1844.0,1924.0,['fr'],36,"{'Picaresque fiction', 'Egypt -- Fiction', 'Bildungsromans', 'Mary, of Egypt, Saint -- Fiction', 'Christian women saints -- Fiction'}",
1823,PG11646,Noa Noa,"Gauguin, Paul",1848.0,1903.0,['fr'],12,"{'Tahiti (French Polynesia : Island)', ""Artists' writings, French"", 'Gauguin, Paul, 1848-1903 -- Travel -- French Polynesia -- Tahiti (Island)'}",
1828,PG11650,La Belle-Nivernaise: Histoire d'un vieux bateau et de son équipage,"Daudet, Alphonse",1840.0,1897.0,['fr'],18,{'France -- Social life and customs -- Fiction'},
1835,PG11657,La Niña de Luzmela,"Espina, Concha",1869.0,1955.0,['es'],27,{'Spanish fiction -- 20th century'},
1842,PG11663,El Arroyo,"Reclus, Elisée",1830.0,1905.0,['es'],42,{'Rivers'},
1848,PG11669,La Puerta de Bronce y Otros Cuentos,"Romero de Terreros, Manuel, marqués de San Francisco",1880.0,1968.0,['es'],7,{'Short stories'},
1857,PG11677,Ohne den Vater: Erzählung aus dem Kriege,"Sapper, Agnes",1852.0,1929.0,['de'],3,"{'Prussia (Germany), East -- Fiction', 'World War, 1914-1918 -- Fiction'}",
1858,PG11678,La belle Gabrielle — Tome 2,"Maquet, Auguste",1813.0,1888.0,['fr'],3,{'French fiction -- 19th century'},
1865,PG11684,Il sogno di Scipione,"Metastasio, Pietro",1698.0,1782.0,['it'],6,{'Operas -- Librettos'},
1866,PG11685,L'Endimione,"Metastasio, Pietro",1698.0,1782.0,['it'],7,{'Operas -- Librettos'},
1899,PG11714,Contes de la Becasse,"Maupassant, Guy de",1850.0,1893.0,['fr'],93,"{'Short stories, French', 'French fiction -- 19th century'}",
1910,PG11724,Roberta,"Zùccoli, Luciano",1868.0,1929.0,['it'],3,{'Italian fiction -- 19th century'},
1926,PG11739,Individualisme en socialisme,"Wilde, Oscar",1854.0,1900.0,['nl'],8,{'Socialism'},
1932,PG11744,L'oppidum de Bibracte: Guide historique et archéologique au Mont Beuvray; d'après les documents archéologiques les plus récents,,,,['fr'],12,{'Bibracte (Extinct city) -- Description and travel'},
1935,PG11747,Les Demi-Vierges,"Prévost, Marcel",1862.0,1941.0,['fr'],19,{'Young women -- France -- Social conditions -- Fiction'},
1936,PG11748,French Conversation and Composition,"Wann, Harry Vincent",1887.0,,"['en', 'fr']",265,{'French language -- Composition and exercises'},
1945,PG11756,"Creierul, O Enigma Descifrata","Moisa, Dorin Teodor",,,['ro'],25,{'Brain'},
1956,PG11766,Contes bruns,"Balzac, Honoré de",1799.0,1850.0,['fr'],36,"{'Fantasy fiction, French'}",
1957,PG11767,Contes à Jeannot,"Girardin, Jules",1832.0,1888.0,['fr'],9,"{""Children's stories, French""}",
1959,PG11769,Un mois en Afrique,"Bonaparte, Pierre Napoléon, prince",1815.0,1881.0,['fr'],30,"{'France. Armée. Légion étrangère -- History -- 19th century', 'Algeria -- History -- 1830-1962', 'Bonaparte, Pierre Napoléon, prince, 1815-1881'}",
1961,PG11770,Lettres de mon moulin,"Daudet, Alphonse",1840.0,1897.0,['fr'],59,{'France -- Social life and customs -- Fiction'},
1964,PG11773,Kullervo,"Kivi, Aleksis",1834.0,1872.0,['fi'],12,{'Finnish drama'},
2081,PG11879,Vaaralla: Kuvia laitakaupungilta,"Pakkala, Teuvo",1862.0,1925.0,['fi'],7,{'Fiction'},
2087,PG11884,Aenmerkinge op de Missive van Parnas,Anonymous,,,['nl'],5,"{'Grotius, Hugo, 1583-1645', 'Dordrecht (Netherlands) -- Politics and government'}",
2095,PG11891,Karkurit,"Kivi, Aleksis",1834.0,1872.0,['fi'],7,{'Finnish drama'},
2097,PG11893,"Journal d'un sous-officier, 1870","Delorme, Amédée",1850.0,1936.0,['fr'],20,"{'Franco-Prussian War, 1870-1871 -- Personal narratives', ""France. Armée 48. régiment d'infanterie"", ""Franco-Prussian War, 1870-1871 -- Regimental histories -- 48. régiment d'infanterie""}",
2103,PG11899,Meetkundig Schoolboek,"Sluijters, Hendrik",1807.0,1859.0,['nl'],14,{'Geometry'},
2111,PG11905,Sous les marronniers: Contes et récits,"Muller, Eugène",1826.0,1913.0,['fr'],3,"{'Short stories', 'France -- Social life and customs -- 19th century -- Fiction'}",
2121,PG11914,Pakolaiset,"Linnankoski, Johannes",1869.0,1913.0,['fi'],4,{'Fiction'},
2123,PG11916,Rakkautta,"Lassila, Maiju",1868.0,1918.0,['fi'],3,{'Finnish fiction -- 20th century'},
2133,PG11925,Elementare Arithmetik und Algebra,"Schubert, Hermann",1848.0,1911.0,['de'],43,"{'Algebra', 'Mathematics'}",
2135,PG11927,Aventures du Capitaine Hatteras,"Verne, Jules",1828.0,1905.0,['fr'],28,"{'Sea stories', 'Adventure stories'}",
2136,PG11928,Les douze nouvelles nouvelles,"Houssaye, Arsène",1815.0,1896.0,['fr'],7,"{'Young women -- Fiction', 'Young men -- Fiction', 'Nobility -- Fiction', 'Paris (France) -- Social life and customs -- 19th century -- Fiction'}",
2150,PG11940,Seitsemän veljestä: Kertomus,"Kivi, Aleksis",1834.0,1872.0,['fi'],205,{'Finland -- Fiction'},
2176,PG11964,"Histoire de la Révolution française, Tome 07","Thiers, Adolphe",1797.0,1877.0,['fr'],11,"{'France -- History -- Revolution, 1789-1799'}",
2179,PG11967,Sanomalehtimiesajoiltani,"Aho, Juhani",1861.0,1921.0,['fi'],22,"{'Authors, Finnish -- 19th century -- Biography', 'Aho, Juhani, 1861-1921', 'Authors, Finnish -- 20th century -- Biography'}",
2180,PG11968,Kansanlauluja,"Lönnrot, Elias",1802.0,1884.0,['fi'],9,{'Finnish poetry'},
2221,PG12003,Extaze: Een Boek van Geluk,"Couperus, Louis",1863.0,1923.0,['nl'],12,"{'Netherlands -- Social life and customs -- 19th century -- Fiction', 'Sexual attraction -- Fiction', 'Widows -- Fiction', 'Dutch fiction'}",
2223,PG12005,Les Chants de Maldoror,"Lautréamont, comte de",1846.0,1870.0,['fr'],221,"{'Fantasy poetry, French', 'Metamorphosis -- Religious aspects -- Poetry'}",
2226,PG12008,Geerten Basse,"Monteyne, Lode",1886.0,1959.0,['nl'],3,{'Fiction'},
2227,PG12009,Jean Jacques Rousseau: Een beeld van zijn leven en werken,"Roland Holst-Van der Schalk, Henriette",1869.0,1952.0,['nl'],16,"{'Rousseau, Jean-Jacques, 1712-1778', 'Rationalism'}",
2230,PG12011,"Monsieur Parent, et autres histoires courtes","Maupassant, Guy de",1850.0,1893.0,['fr'],32,"{'Short stories, French', 'French fiction -- 19th century'}",
2231,PG12012,Drei Gaugöttinnen,"Rochholz, Ernst Ludwig",1809.0,1892.0,['de'],36,"{'Mythology, Germanic', 'Christian women saints -- Germany', 'Women -- Germany'}",
2276,PG12053,Gladius Dei; Schwere Stunde,"Mann, Thomas",1875.0,1955.0,['de'],40,"{'Short stories', 'Munich (Germany) -- Fiction', 'Religious fanaticism -- Fiction', 'Schiller, Friedrich, 1759-1805', 'Biographical fiction'}",
2289,PG12065,Trois contes,"Flaubert, Gustave",1821.0,1880.0,['fr'],93,"{'Julian, the Hospitaller, Saint -- Fiction', 'French fiction -- 19th century', 'Herodias -- Fiction', 'Salome (Biblical figure) -- Fiction', 'John the Baptist, Saint -- Fiction'}",
2295,PG12070,Een Jolig Troepje,"Leopold, Marie",1867.0,,['nl'],10,"{""Children's stories, Dutch""}",
2297,PG12072,Contes des fées,"Bonnières, Robert de",1850.0,1905.0,['fr'],20,{'Fairy poetry'},
2300,PG12075,Kriegsbüchlein für unsere Kinder,"Sapper, Agnes",1852.0,1929.0,['de'],8,"{'World War, 1914-1918 -- Juvenile literature'}",
2306,PG12080,Contes irrévérencieux,"Silvestre, Armand",1837.0,1901.0,['fr'],23,"{'Short stories, French', 'French fiction -- 19th century'}",
2334,PG12105,La lutte pour la santé: essai de pathologie générale,"Burlureaux, Charles",1851.0,1927.0,['fr'],10,{'Pathology'},
2337,PG12108,Der Tod in Venedig,"Mann, Thomas",1875.0,1955.0,['de'],335,"{'Venice (Italy) -- Fiction', 'Authors -- Fiction', 'Munich (Germany) -- Fiction'}",
2343,PG12113,Eine vornehme Frau,"Heiberg, Hermann",1840.0,1910.0,['de'],9,{'Prussia (Germany) -- Fiction'},
2347,PG12117,Excentriske Noveller,"Bang, Herman",1857.0,1912.0,['da'],5,{'Fiction'},
2349,PG12119,Krigskorrespondenter och andra lögnare,"Strömberg, Sigge",1885.0,1920.0,['sv'],4,{'Fiction'},
2351,PG12120,Nouveaux contes bleus,"Laboulaye, Édouard",1811.0,1883.0,['fr'],5,"{'Short stories, French', 'French fiction -- 19th century'}",
2369,PG12137,La Légende des Siècles,"Hugo, Victor",1802.0,1885.0,"['en', 'fr']",198,{'French poetry -- 19th century'},
2399,PG12165,Salatiedettä omin päin,"Ervast, Pekka",1875.0,1934.0,['fi'],26,{'Occultism'},
2401,PG12167,Enkens Søn,"Bang, Herman",1857.0,1912.0,['da'],13,{'Danish fiction'},
2402,PG12168,Min gamle Kammerat,"Bang, Herman",1857.0,1912.0,['da'],7,{'Danish fiction'},
2409,PG12174,Baccara,"Malot, Hector",1830.0,1907.0,['fr'],12,"{'Speculation -- Fiction', 'Businessmen -- Fiction'}",
2413,PG12178,Tuuli ja tähkä ynnä muita runoja,"Kailas, Uuno",1901.0,1933.0,['fi'],18,{'Poetry'},
2418,PG12182,Veneh'ojalaiset,"Järnefelt, Arvid",1861.0,1932.0,['fi'],6,{'Fiction'},
2459,PG12219,"Ancient Nahuatl Poetry, Containing the Nahuatl Text of XXVII Ancient Mexican Poems: Brinton's Library of Aboriginal American Literature Number VII.","Brinton, Daniel G. (Daniel Garrison)",1837.0,1899.0,"['en', 'nah']",208,"{'Nahuatl poetry', 'Nahuatl language -- Readers'}",
2472,PG12230,"Œuvres de Napoléon Bonaparte, Tome I.","Napoleon I, Emperor of the French",1769.0,1821.0,['fr'],189,{'France -- History -- 1789-1815 -- Sources'},
2489,PG12246,Œuvres complètes de François Villon: Suivies d'un choix des poésies de ses disciples,"Villon, François",1431.0,1463.0,['fr'],233,{'French poetry -- To 1500'},
2490,PG12247,Le Circuit de l'Est [programme],Commune de Amiens/Nancy,,,['fr'],6,{'Aeronautics -- Competitions'},
2494,PG12250,Contes choisis de la famille,"Grimm, Jacob",1785.0,1863.0,['fr'],40,"{'Fairy tales', 'Fairy tales -- Germany', ""Children's stories, German -- Translations into French"", 'Folklore -- Germany'}",
2495,PG12251,Contes à mes petites amies,"Bouilly, Jean Nicolas",1763.0,1842.0,['fr'],18,"{""Children's stories, French"", 'Conduct of life -- Juvenile fiction'}",
2502,PG12258,"Histoire de la Révolution française, Tome 09","Thiers, Adolphe",1797.0,1877.0,['fr'],5,"{'France -- History -- Revolution, 1789-1799'}",
2511,PG12266,Von Haparanda bis San Francisco: Reise-Erinnerungen,"Wasserzieher, Ernst",1860.0,1927.0,['de'],14,"{'Sweden -- Description and travel', 'Denmark -- Description and travel', 'United States -- Description and travel', 'Latvia -- Description and travel', 'Germany -- Description and travel'}",
2512,PG12267,Aus meinem Leben — Erster Teil,"Bebel, August",1840.0,1913.0,['de'],32,"{'Autobiographies', 'Socialists -- Germany -- Biography', 'Bebel, August, 1840-1913', 'Politicians -- Germany -- Biography'}",
2513,PG12268,Hohe Sommertage: Neue Gedichte,"Falke, Gustav",1853.0,1916.0,['de'],5,{'German poetry -- 20th century'},
2517,PG12271,Contes littéraires du bibliophile Jacob à ses petits-enfants,"Jacob, P. L.",1806.0,1884.0,['fr'],8,"{'Short stories, French', 'French fiction -- 19th century'}",
2519,PG12273,Grevinde,"Heiberg, Hermann",1840.0,1910.0,['de'],3,{'Denmark -- Fiction'},
2520,PG12274,Viajes por Filipinas: De Manila á Marianas,"Alvarez Guerra, Juan",1843.0,1905.0,['es'],6,{'Philippines -- Description and travel'},
2521,PG12275,Viajes por Filipinas: De Manila á Albay,"Alvarez Guerra, Juan",1843.0,1905.0,['es'],25,{'Philippines -- Description and travel'},
2522,PG12276,Viajes por Filipinas: De Manila á Tayabas,"Alvarez Guerra, Juan",1843.0,1905.0,['es'],9,{'Philippines -- Description and travel'},
2531,PG12284,Anie,"Malot, Hector",1830.0,1907.0,['fr'],6,{'French fiction -- 19th century'},
2536,PG12289,"Quelques écrivains français: Flaubert, Zola, Hugo, Goncourt, Huysmans, etc.","Hennequin, Emile",1858.0,1888.0,['fr'],64,{'French literature -- 19th century -- History and criticism'},
2543,PG12295,"Histoire de la Révolution française, Tome 08","Thiers, Adolphe",1797.0,1877.0,['fr'],5,"{'France -- History -- Revolution, 1789-1799'}",
2551,PG12301,Banquet du 17 janvier 1841,"Towianski, Andrzej",1799.0,1878.0,['fr'],3,set(),
2584,PG12331,Contes à la brune,"Silvestre, Armand",1837.0,1901.0,['fr'],8,"{'Short stories, French', 'French fiction -- 19th century'}",
2585,PG12332,Contes de Caliban,"Bergerat, Emile",1845.0,1923.0,['fr'],12,"{'Short stories, French', 'French fiction -- 20th century'}",
2591,PG12338,Contes d'une grand-mère,"Sand, George",1804.0,1876.0,['fr'],20,"{""Children's stories, French""}",
2592,PG12339,Hendes Højhed,"Bang, Herman",1857.0,1912.0,['da'],3,{'Danish fiction'},
2611,PG12356,"Bref récit et succincte narration de la navigation faite en MDXXXV et MDXXXVI par le capitaine Jacques Cartier aux îles de Canada, Hochelaga, Saguenay et autres","Cartier, Jacques",1491.0,1557.0,['fr'],140,"{'America -- Discovery and exploration -- French', 'Indians of North America -- Languages', 'New France -- Discovery and exploration', 'Indians of North America -- Canada'}",
2621,PG12365,Femmes Rêvées,"Ferland, Albert",1872.0,1943.0,['fr'],7,{'French-Canadian poetry'},
2623,PG12367,"Le péché de Monsieur Antoine, Tome 1","Sand, George",1804.0,1876.0,['fr'],2,{'French fiction -- 19th century'},
2624,PG12368,Contigo Pan y Cebolla,"Gorostiza, Manuel Eduardo  de",1789.0,1851.0,"['en', 'es']",37,{'Spanish language -- Readers'},
2636,PG12379,Ylösnousemus I,"Tolstoy, Leo, graf",1828.0,1910.0,['fi'],10,"{'Atonement -- Fiction', 'Aristocracy (Social class) -- Russia -- Fiction', 'Trials (Murder) -- Russia -- Fiction', 'Prostitutes -- Russia -- Fiction', 'Change -- Religious aspects -- Fiction', 'Social justice -- Russia -- Fiction', 'Russia -- Social conditions -- 1801-1917 -- Fiction'}",
2640,PG12382,Kissanporras: Romaani,"Sudermann, Hermann",1857.0,1928.0,['fi'],6,{'Fiction'},
2658,PG12399,Contes et nouvelles,"Laboulaye, Édouard",1811.0,1883.0,['fr'],11,"{'Short stories, French', 'French fiction -- 19th century'}",
2662,PG12401,La dernière lettre écrite par des soldats français tombés au champ d'honneur 1914-1918,,,,['fr'],55,"{'World War, 1914-1918 -- Personal narratives, French'}",
2668,PG12407,兵法 (Bīng Fǎ),"Sunzi, active 6th century B.C.",,,['zh'],29,"{'Military art and science -- Early works to 1800', 'War -- Early works to 1800'}",
2669,PG12408,周髀算經,Unknown,,,['zh'],36,"{'Mathematics, Chinese -- Early works to 1800'}",
2696,PG12432,Kalevalan avain,"Ervast, Pekka",1875.0,1934.0,['fi'],8,"{'Mythology, Finno-Ugrian', 'Kalevala'}",
2699,PG12435,Paginas Sudamericanas,"Phipps, Helen",,,['es'],34,{'Spanish language -- Readers'},
2701,PG12437,"Histoire de St. Louis, Roi de France","Bury, Richard Girard de",,,['fr'],24,"{'France -- History -- 13th century', 'Crusades', 'Louis IX, King of France, 1214-1270'}",
2711,PG12446,Il Designato: Romanzo,"Zùccoli, Luciano",1868.0,1929.0,['it'],0,{'Fiction'},
2712,PG12447,Pauline,"Sand, George",1804.0,1876.0,['fr'],9,"{'Paris (France) -- Fiction', 'Women -- France -- Fiction'}",
2713,PG12448,L'Orco,"Sand, George",1804.0,1876.0,['fr'],3,"{'Venice (Italy) -- Fiction', 'Short stories'}",
2717,PG12451,De profundis! Episode Maritime,"Durand, Charles",1863.0,1907.0,['fr'],6,"{'Sea stories', 'Short stories'}",
2723,PG12457,El Diablo Cojuelo,"Vélez de Guevara, Luis",1579.0,1644.0,['es'],66,{'Devil -- Fiction'},
2725,PG12459,Contes et poésies de Prosper Jourdan: 1854-1866,"Jourdan, Prosper",1840.0,1866.0,['fr'],8,"{'Short stories', 'Poetry'}",
2740,PG12472,Bataille de dames,"Legouvé, Ernest",1807.0,1903.0,"['en', 'fr']",18,"{'French drama -- 19th century', 'Comedies'}",
2747,PG12479,三字經,Anonymous,,,['zh'],114,{'Chinese language -- Readers'},
2756,PG12487,A quoi tient l'amour?: Contes de France et d'Amérique,"Blémont, Emile",1839.0,1927.0,['fr'],14,"{'Love stories', 'Short stories', 'Twain, Mark, 1835-1910 -- Translations into French', 'Families -- Fiction', 'Paris (France) -- Fiction', 'France -- Social life and customs -- 19th century -- Fiction', 'Man-woman relationships -- Fiction', 'Historical fiction'}",
2757,PG12488,Nouveaux contes extraordinaires,"Révoil, Bénédict-Henry",1816.0,1882.0,['fr'],6,"{'South America -- Fiction', 'Short stories, French', 'North America -- Fiction'}",
2758,PG12489,L'art de la mise en scène: Essai d'esthétique théâtrale,"Becq de Fouquières, L. (Louis)",1831.0,1887.0,['fr'],10,"{'Theaters -- Stage-setting and scenery', 'Theater'}",
2769,PG12499,Förbannelse över de otrogna!,"Heller, Frank",1886.0,1947.0,['sv'],4,{'Fiction'},
2772,PG12500,Buena Nueva de acuerdo a Mateo: Traducción de dominio público abierta a mejoras,,,,['es'],5,{'Bible. Matthew'},
2773,PG12501,Buena Nueva de acuerdo a Marcos: Traducción de dominio público abierta a mejoras,,,,['es'],8,{'Bible. Mark'},
2774,PG12502,Buena Nueva de acuerdo a Lucas: Traducción de dominio público abierta a mejoras,,,,['es'],5,{'Bible. Luke'},
2775,PG12503,Buena Nueva de acuerdo a Juan: Traducción de dominio público abierta a mejoras,,,,['es'],8,{'Bible. John'},
2776,PG12504,A Selection from the Comedies of Marivaux,"Marivaux, Pierre Carlet de Chamblain de",1688.0,1763.0,"['en', 'fr']",60,{'Comedies'},
2808,PG12533,Sans dessus dessous,"Verne, Jules",1828.0,1905.0,['fr'],26,"{'Science fiction, French'}",
2809,PG12534,"Le péché de Monsieur Antoine, Tome 2","Sand, George",1804.0,1876.0,['fr'],3,{'French fiction -- 19th century'},
2822,PG12546,Jumalainen näytelmä,Dante Alighieri,1265.0,1321.0,['fi'],85,{'Poetry'},
2823,PG12547,Jumalainen näytelmä: Paratiisi,Dante Alighieri,1265.0,1321.0,['fi'],2,{'Poetry'},
2839,PG12562,Derniers Contes,"Poe, Edgar Allan",1809.0,1849.0,['fr'],23,{'American fiction -- Translations into French'},
2843,PG12566,"Contes, Nouvelles et Recits","Janin, Jules Gabriel",1804.0,1874.0,['fr'],8,"{'Short stories, French', 'French fiction -- 19th century'}",
2847,PG1256,Cyrano de Bergerac,"Rostand, Edmond",1868.0,1918.0,['fr'],284,"{'Cyrano de Bergerac, 1619-1655 -- Drama', 'Authors, French -- 17th century -- Drama', 'France -- History -- 17th century -- Drama'}",
2857,PG12579,"As Farpas: Chronica Mensal da Politica, das Letras e dos Costumes (1883-06)",,,,['pt'],8,"{'Portugal -- Social life and customs -- Periodicals', 'Portugal -- Politics and government -- Periodicals', 'Portugal -- Civilization -- Periodicals'}",
2884,PG12602,"Contes, anecdotes et récits Canadiens dans le langage du terroir","Filiatreault, Aristide",1851.0,1913.0,['fr'],14,{'French-Canadian wit and humor'},
2885,PG12603,La tête de Martin: Comédie en un acte,"Barrière, Théodore",1825.0,1877.0,['fr'],6,{'French drama (Comedy)'},
2886,PG12604,Ylösnousemus II,"Tolstoy, Leo, graf",1828.0,1910.0,['fi'],3,"{'Atonement -- Fiction', 'Aristocracy (Social class) -- Russia -- Fiction', 'Trials (Murder) -- Russia -- Fiction', 'Prostitutes -- Russia -- Fiction', 'Change -- Religious aspects -- Fiction', 'Social justice -- Russia -- Fiction', 'Russia -- Social conditions -- 1801-1917 -- Fiction'}",
